"Satisfaction","Gender","Ages","Customer_Type","Class","Inflight_wifi_service","Departure_Arrival_time_convenient","Ease_of_Online_booking","Gate_location","Food_and_drink","Online_boarding","Seat_comfort","Inflight_entertainment","On_board_service","Leg_room_service","Baggage_handling","Checkin_service","Inflight_service","Cleanliness","Departure_Delay_in_Minutes","Arrival_Delay_in_Minutes"
"Yes","Male","[50, 59)","L","Business",2,2,2,2,5,4,5,5,5,5,5,3,5,4,0,0
"No","Female","[50, 59)","L","Eco",1,1,1,4,2,3,3,1,1,1,1,1,1,3,0,0
"No","Female","[50, 59)","L","Business",2,4,2,3,5,4,4,5,5,2,5,3,5,3,33,27
"Yes","Female","[50, 59)","L","Business",2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,1
"No","Male","[50, 59)","L","Eco",4,2,2,2,4,4,4,4,1,4,4,3,4,4,0,0
"No","Female","[50, 59)","L","Eco",1,4,0,3,1,4,1,5,5,0,5,2,5,4,20,12
"Yes","Male","[50, 59)","L","Business",4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0
"Yes","Male","[50, 59)","L","Eco",4,3,3,3,4,4,4,4,3,5,5,3,4,4,30,26
"Yes","Male","[50, 59)","L","Business",5,5,5,5,1,4,5,4,4,4,4,4,4,3,0,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,4,5,5,4,4,4,4,4,4,5,0,0
"No","Female","[50, 59)","L","Eco",1,4,1,3,4,4,4,1,1,1,1,3,1,4,27,14
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,1,3,4,4,4,4,1,4,5,12,16
"Yes","Male","[50, 59)","L","Business",4,4,1,4,3,4,5,4,4,4,5,4,4,5,4,2
"No","Male","[50, 59)","L","Business",3,4,4,4,2,2,3,3,3,3,3,3,3,3,0,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0
"No","Female","[50, 59)","L","Eco",1,4,1,1,2,4,5,2,2,1,2,3,2,4,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,3,5,4,5,5,5,5,5,5,4,0,7
"Yes","Male","[50, 59)","L","Business",3,3,3,3,1,2,3,4,4,4,4,3,4,4,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,1,4,5,5,5,4,5,5,5,1,0,2
"Yes","Female","[50, 59)","L","Business",5,5,5,5,1,5,2,4,4,4,4,2,4,5,0,0
"Yes","Female","[50, 59)","L","Eco",3,4,4,4,1,5,4,3,3,3,3,1,3,1,19,7
"No","Male","[50, 59)","L","Eco",4,4,5,4,4,5,4,4,4,4,5,3,4,4,0,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,4,5,4,4,4,4,4,3,4,3,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,2,4,4,4,4,5,4,4,4,5,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,4,4,4,4,4,4,4,5,4,3,0,0
"Yes","Female","[50, 59)","L","Eco",2,2,2,2,1,5,5,3,3,2,3,4,3,5,0,2
"Yes","Female","[50, 59)","L","Eco",5,2,2,2,1,4,3,5,5,5,5,2,5,2,12,20
"Yes","Female","[50, 59)","L","Business",1,1,5,1,5,5,1,5,5,5,5,3,5,4,1,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0
"Yes","Female","[50, 59)","L","Business",0,0,0,4,4,5,5,1,1,1,1,3,1,4,4,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0
"No","Female","[50, 59)","L","Eco Plus",4,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0
"No","Female","[50, 59)","L","Eco",3,4,3,2,5,5,5,4,4,3,4,5,4,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,5,1,4,4,4,4,5,5,4,1,0,0
"No","Female","[50, 59)","L","Eco Plus",2,5,2,1,2,4,5,4,4,2,4,5,4,4,58,70
"No","Male","[50, 59)","L","Business",3,1,4,4,3,3,3,3,3,3,3,4,3,3,0,14
"Yes","Female","[50, 59)","L","Business",5,5,5,5,2,5,4,5,5,5,5,3,5,3,39,42
"Yes","Male","[50, 59)","L","Business",2,2,2,2,4,4,4,4,4,4,4,5,4,4,19,0
"Yes","Female","[50, 59)","L","Business",3,3,1,3,5,5,4,5,5,5,5,3,5,3,0,0
"No","Female","[50, 59)","NL","Eco Plus",2,2,2,4,1,2,1,1,4,2,5,1,5,1,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,5,4,5,4,4,4,5,5,4,3,0,0
"Yes","Female","[50, 59)","L","Business",3,4,3,3,4,4,4,5,5,5,5,5,5,3,19,24
"No","Male","[50, 59)","L","Eco",2,5,2,1,4,2,4,4,4,4,5,5,4,4,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,2,5,4,3,3,3,3,3,3,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,2,1,2,5,3,4,4,4,4,2,4,1,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,2,4,5,5,5,5,5,3,5,5,0,4
"Yes","Male","[50, 59)","L","Business",3,3,1,3,2,4,4,5,5,5,5,4,5,5,0,0
"Yes","Female","[50, 59)","L","Business",1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0
"Yes","Male","[50, 59)","L","Eco",0,4,0,2,4,4,4,4,4,2,5,5,5,4,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,5,4,4,4,3,4,3,4,5,14,0
"No","Female","[50, 59)","L","Eco",3,5,3,2,3,4,2,5,5,3,5,2,5,5,0,0
"Yes","Female","[50, 59)","L","Business",1,1,1,1,2,5,4,4,4,4,4,3,4,3,57,56
"No","Female","[50, 59)","L","Eco",2,5,5,5,1,1,2,2,2,2,2,1,2,1,6,31
"No","Male","[50, 59)","L","Eco",2,2,2,2,2,2,2,2,1,1,4,1,4,2,27,42
"No","Male","[50, 59)","L","Eco",1,4,1,1,1,1,1,1,3,2,1,1,2,1,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,3,5,4,5,5,5,4,4,5,4,0,12
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,3,4,4,4,4,4,3,4,5,3,8
"Yes","Male","[50, 59)","L","Eco",4,2,2,2,4,4,4,4,1,1,3,3,4,4,0,0
"Yes","Male","[50, 59)","L","Business",0,4,0,2,3,4,5,5,5,5,5,4,5,3,2,0
"No","Female","[50, 59)","L","Eco Plus",2,1,1,1,1,4,4,2,2,2,2,2,2,1,0,0
"No","Female","[50, 59)","L","Business",2,4,4,4,2,3,3,2,2,2,2,3,2,3,29,35
"Yes","Female","[50, 59)","L","Business",5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0
"Yes","Male","[50, 59)","L","Eco",4,5,5,5,4,4,4,4,2,1,4,3,5,4,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,4,5,5,5,5,5,5,5,5,5,0,0
"No","Female","[50, 59)","L","Eco",4,1,4,3,2,2,3,1,1,4,1,4,1,1,21,38
"Yes","Male","[50, 59)","L","Business",5,5,3,5,4,5,5,5,5,5,5,3,5,4,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,2,3,4,5,5,5,5,5,5,5,52,50
"Yes","Female","[50, 59)","L","Business",4,4,4,4,3,4,5,4,4,4,4,5,4,4,0,0
"No","Male","[50, 59)","L","Eco",4,5,5,5,4,4,4,4,3,5,2,1,2,4,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,4,4,4,5,5,5,4,4,5,3,33,30
"No","Male","[50, 59)","L","Eco",1,5,1,1,4,1,4,4,3,5,5,5,5,4,0,1
"No","Female","[50, 59)","L","Business",2,1,3,1,1,3,3,3,3,3,2,2,3,2,0,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,2,5,4,4,4,4,4,5,4,3,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0
"Yes","Female","[50, 59)","L","Business",1,1,2,1,4,4,4,5,4,5,5,4,5,4,132,143
"No","Female","[50, 59)","L","Eco Plus",3,3,3,1,2,4,4,1,1,3,1,5,1,2,0,0
"No","Male","[50, 59)","L","Eco",2,5,1,5,1,5,1,5,5,5,5,1,4,1,192,166
"Yes","Male","[50, 59)","L","Business",5,5,5,5,4,4,5,4,4,4,4,3,4,5,6,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,4,4,5,4,4,4,4,4,4,3,0,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,3,5,5,5,5,5,5,3,5,5,57,48
"Yes","Female","[50, 59)","L","Business",0,0,0,4,5,4,5,1,1,1,1,4,1,5,0,0
"No","Male","[50, 59)","L","Eco",3,4,3,4,1,3,1,1,3,5,4,3,5,1,68,69
"No","Female","[50, 59)","L","Eco",3,3,3,2,1,3,3,4,4,3,4,2,4,2,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,5,5,5,3,3,4,3,3,3,4,23,26
"No","Male","[50, 59)","L","Business",1,3,3,3,3,2,2,1,1,1,1,3,1,3,0,0
"No","Female","[50, 59)","L","Business",4,1,2,4,4,4,3,4,4,2,4,2,4,2,0,0
"No","Female","[50, 59)","L","Eco",1,5,1,3,2,4,4,2,2,1,2,5,2,4,87,89
"Yes","Female","[50, 59)","L","Business",3,3,4,3,2,3,4,5,5,5,5,3,5,4,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,4,4,4,5,5,5,5,5,5,3,48,41
"Yes","Male","[50, 59)","L","Business",5,5,5,5,3,5,3,5,5,5,5,5,5,5,21,19
"No","Male","[50, 59)","L","Business",1,5,5,5,1,4,3,1,1,1,1,3,1,3,0,0
"Yes","Female","[50, 59)","L","Business",1,1,1,1,5,4,5,4,4,4,4,4,4,5,0,2
"Yes","Female","[50, 59)","L","Business",3,3,3,3,2,5,4,4,4,4,4,5,4,5,47,42
"No","Male","[50, 59)","L","Eco Plus",4,5,1,1,4,4,4,4,2,4,3,2,3,4,5,11
"No","Female","[50, 59)","L","Eco",1,4,4,4,4,3,4,1,1,1,1,3,1,3,0,3
"Yes","Female","[50, 59)","L","Business",5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0
"No","Male","[50, 59)","NL","Eco",3,5,3,2,3,3,3,3,3,3,3,3,3,3,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,5,5,4,5,5,5,5,3,5,3,0,0
"No","Female","[50, 59)","L","Eco",3,3,3,3,1,2,3,5,5,3,5,2,5,3,78,66
"No","Male","[50, 59)","L","Eco",1,2,1,4,1,4,4,3,4,4,4,4,1,4,178,165
"No","Male","[50, 59)","L","Eco",3,1,3,4,3,3,3,3,4,5,2,1,3,3,20,13
"No","Male","[50, 59)","L","Eco",3,2,3,3,2,3,2,2,2,5,2,1,4,2,17,7
"Yes","Female","[50, 59)","L","Eco",4,3,3,3,3,5,4,5,5,4,5,3,5,3,0,0
"Yes","Male","[50, 59)","L","Business",2,2,5,2,4,5,4,5,5,5,5,3,5,3,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,5,5,5,4,4,4,5,3,4,5,0,9
"Yes","Female","[50, 59)","L","Business",5,5,5,5,2,5,5,4,4,4,4,5,4,5,5,0
"No","Male","[50, 59)","L","Eco",4,3,4,5,1,4,1,1,1,4,1,4,2,1,49,45
"No","Female","[50, 59)","L","Eco Plus",1,1,1,1,2,3,4,1,1,1,1,3,1,3,22,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0
"Yes","Female","[50, 59)","L","Business",0,4,0,1,4,5,1,5,5,1,1,2,5,1,10,11
"Yes","Female","[50, 59)","L","Business",1,1,1,1,4,5,5,4,4,4,5,4,4,3,0,0
"Yes","Female","[50, 59)","L","Eco",4,5,5,5,4,4,4,2,1,2,3,4,4,4,329,395
"Yes","Female","[50, 59)","L","Business",3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,0
"Yes","Male","[50, 59)","L","Eco",2,1,3,1,2,2,2,2,4,5,1,4,5,2,0,0
"Yes","Female","[50, 59)","L","Eco Plus",4,4,4,4,3,2,3,3,3,4,3,3,3,4,0,0
"No","Male","[50, 59)","NL","Eco Plus",1,0,0,4,5,1,5,5,1,4,3,1,3,5,1,0
"No","Female","[50, 59)","L","Business",3,1,1,1,4,3,2,3,3,3,3,1,3,2,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,4,5,5,4,4,4,4,5,4,4,0,5
"No","Female","[50, 59)","L","Eco",2,5,2,3,4,5,5,4,4,2,4,4,4,4,36,15
"Yes","Male","[50, 59)","L","Business",2,2,2,2,3,4,5,5,5,5,5,3,5,3,7,8
"Yes","Female","[50, 59)","L","Business",5,5,5,5,3,4,4,5,5,5,5,5,5,3,0,0
"No","Male","[50, 59)","L","Eco",2,3,2,2,1,2,1,1,3,1,5,4,1,1,0,22
"No","Female","[50, 59)","L","Business",2,2,4,2,5,4,3,2,2,2,2,3,2,4,0,3
"No","Female","[50, 59)","L","Eco",4,1,0,4,3,4,4,1,1,0,1,2,1,1,0,0
"No","Male","[50, 59)","L","Eco",1,4,1,2,3,1,3,3,4,5,5,3,5,3,0,12
"Yes","Female","[50, 59)","L","Business",4,4,5,4,4,4,5,4,4,4,4,5,4,3,0,6
"Yes","Female","[50, 59)","L","Business",5,5,5,5,4,4,4,5,5,5,5,3,5,5,0,0
"No","Male","[50, 59)","L","Eco",2,4,2,1,3,2,1,3,5,4,4,1,4,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,4,5,4,4,4,4,4,4,4,3,55,47
"No","Male","[50, 59)","L","Eco",1,4,1,2,1,1,1,1,4,5,4,5,5,1,11,4
"No","Male","[50, 59)","NL","Eco",3,5,3,4,1,3,1,1,1,2,5,4,4,1,4,0
"No","Male","[50, 59)","L","Business",1,5,1,5,4,4,5,3,3,1,3,3,3,5,0,7
"Yes","Male","[50, 59)","L","Eco",4,5,3,4,2,3,2,2,5,5,4,5,5,2,0,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0
"No","Male","[50, 59)","L","Business",3,2,2,2,3,3,3,3,5,3,4,3,1,3,186,182
"No","Male","[50, 59)","NL","Business",3,3,3,3,4,3,4,4,5,4,5,4,4,4,14,0
"No","Male","[50, 59)","L","Eco",3,4,3,2,2,3,4,2,4,5,4,3,4,2,0,2
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,2
"No","Female","[50, 59)","L","Eco",3,5,5,5,3,3,4,3,3,3,3,4,3,4,35,36
"Yes","Female","[50, 59)","L","Business",1,1,1,1,2,5,4,5,5,5,5,3,5,3,2,19
"No","Male","[50, 59)","L","Eco",4,4,4,3,1,4,1,1,4,1,3,4,4,1,0,0
"Yes","Female","[50, 59)","L","Eco",5,3,2,3,5,5,5,5,3,5,4,5,2,5,179,168
"No","Male","[50, 59)","L","Eco Plus",2,5,2,2,5,2,2,5,1,1,4,4,5,5,0,11
"Yes","Female","[50, 59)","L","Business",5,5,5,5,2,4,4,4,4,5,4,4,4,3,59,60
"Yes","Male","[50, 59)","L","Business",4,4,4,4,3,5,4,2,2,2,2,5,2,5,0,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,2,4,4,5,5,5,5,4,5,3,13,21
"No","Male","[50, 59)","L","Eco",2,5,0,3,5,0,5,5,3,1,4,4,4,5,0,0
"Yes","Male","[50, 59)","L","Business",0,0,0,1,1,1,2,3,3,3,3,5,3,2,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,1,3,3,5,5,4,5,1,5,5,2,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,4,5,5,5,5,5,5,4,5,3,0,2
"Yes","Male","[50, 59)","L","Business",2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,5,4,5,5,5,5,4,5,4,11,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,3,4,4,5,5,5,5,5,5,3,2,0
"Yes","Female","[50, 59)","L","Eco",5,2,2,2,5,2,5,5,5,5,5,4,5,3,0,0
"Yes","Male","[50, 59)","L","Business",4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0
"No","Male","[50, 59)","L","Business",2,2,2,2,2,4,4,2,2,2,2,4,2,4,0,0
"No","Female","[50, 59)","L","Eco",1,2,1,4,1,3,3,3,3,1,3,4,3,3,0,0
"No","Female","[50, 59)","L","Eco Plus",4,2,2,2,5,4,4,4,4,4,4,1,4,2,7,16
"No","Male","[50, 59)","L","Business",2,1,1,1,2,2,2,4,5,4,4,2,3,2,200,199
"Yes","Female","[50, 59)","L","Business",1,1,5,1,3,5,4,5,5,5,4,3,5,3,0,1
"Yes","Male","[50, 59)","L","Business",2,2,3,2,5,5,4,4,4,4,4,3,4,5,0,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19
"Yes","Female","[50, 59)","L","Business",5,5,5,5,3,3,4,4,4,4,4,3,4,5,0,0
"No","Female","[50, 59)","L","Eco Plus",3,3,3,3,4,4,4,4,4,3,4,4,4,3,0,0
"Yes","Male","[50, 59)","L","Eco",4,2,2,2,4,4,4,4,5,3,1,1,4,4,0,0
"No","Male","[50, 59)","L","Business",3,1,1,1,1,3,3,3,3,3,3,4,3,3,0,0
"Yes","Male","[50, 59)","L","Business",2,2,5,2,2,4,5,3,3,3,3,4,3,4,0,4
"Yes","Female","[50, 59)","L","Business",2,2,2,2,3,2,2,4,4,4,5,3,4,5,0,0
"No","Male","[50, 59)","L","Eco",3,4,3,4,4,3,4,4,4,1,4,2,3,4,0,0
"No","Female","[50, 59)","L","Eco",3,1,4,1,4,3,3,3,3,3,3,3,3,1,71,63
"Yes","Male","[50, 59)","L","Business",4,4,4,4,3,4,4,4,4,4,4,5,4,4,36,53
"Yes","Male","[50, 59)","L","Business",4,4,2,4,3,4,5,5,5,5,5,3,5,3,0,0
"No","Male","[50, 59)","L","Eco",4,5,4,3,5,4,5,5,5,4,5,3,5,5,0,0
"No","Female","[50, 59)","L","Business",1,4,2,1,4,5,4,1,1,2,1,5,1,3,0,6
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,4,5,4,4,4,4,3,4,4,9,0
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,4,5,4,4,4,4,5,4,5,0,2
"No","Female","[50, 59)","NL","Eco",3,4,3,1,5,3,5,5,1,1,4,5,1,5,0,0
"No","Female","[50, 59)","L","Eco",1,5,1,1,3,5,4,5,5,1,5,5,5,3,0,0
"No","Female","[50, 59)","L","Eco",3,4,3,4,3,4,4,2,2,3,2,4,2,1,47,32
"Yes","Female","[50, 59)","L","Business",1,1,1,1,5,5,5,3,3,3,3,4,3,4,39,31
"No","Male","[50, 59)","L","Business",2,2,5,5,4,4,4,2,2,3,2,1,2,4,0,0
"No","Female","[50, 59)","L","Eco",3,4,4,4,1,4,3,5,5,4,5,1,5,2,0,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,5,3,4,5,5,5,5,5,5,4,0,0
"No","Male","[50, 59)","L","Business",1,3,3,3,4,4,4,1,1,1,1,4,1,4,0,8
"Yes","Female","[50, 59)","L","Business",4,4,4,4,4,4,5,5,5,5,5,3,5,3,18,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,5,4,4,5,5,5,5,4,5,3,29,13
"Yes","Female","[50, 59)","L","Business",4,5,4,4,5,5,4,4,4,4,4,5,4,5,1,0
"No","Male","[50, 59)","L","Eco Plus",2,5,5,5,2,2,2,2,1,4,4,1,4,2,1,0
"Yes","Male","[50, 59)","L","Business",2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0
"No","Female","[50, 59)","NL","Business",1,1,1,2,5,1,4,5,3,5,5,4,5,5,27,22
"No","Male","[50, 59)","L","Business",4,4,4,4,3,4,4,4,4,4,4,2,4,4,0,0
"No","Female","[50, 59)","L","Business",3,3,3,3,4,4,3,3,3,3,3,4,3,2,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,3,4,4,4,4,4,4,5,4,4,6,0
"No","Female","[50, 59)","L","Eco",3,5,3,3,3,3,2,5,5,3,3,4,5,4,0,0
"No","Female","[50, 59)","L","Eco",3,1,1,1,3,3,3,1,5,4,3,3,2,3,219,214
"No","Female","[50, 59)","L","Eco",2,5,2,4,3,5,5,4,4,2,4,3,4,5,12,40
"Yes","Female","[50, 59)","L","Business",2,2,2,2,5,5,5,1,3,5,1,5,5,5,2,0
"No","Female","[50, 59)","L","Eco Plus",2,3,3,3,1,4,3,2,2,2,2,1,2,4,3,27
"No","Male","[50, 59)","L","Eco",2,4,2,3,4,2,4,4,3,5,3,2,4,4,8,9
"No","Male","[50, 59)","L","Eco",2,4,2,3,1,2,1,1,4,5,5,5,5,1,15,9
"Yes","Male","[50, 59)","L","Eco Plus",5,4,5,2,2,5,2,2,3,3,5,5,4,2,0,0
"No","Male","[50, 59)","L","Eco",1,5,1,2,5,1,1,5,1,3,2,3,3,5,4,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,2,5,4,5,5,5,5,4,5,4,0,33
"Yes","Male","[50, 59)","L","Business",1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,0
"No","Female","[50, 59)","L","Eco Plus",4,5,4,3,2,4,4,2,2,4,2,4,2,5,0,15
"No","Male","[50, 59)","L","Business",3,2,2,2,3,2,2,3,3,3,3,2,3,4,48,55
"Yes","Female","[50, 59)","L","Business",5,5,3,5,3,4,3,5,5,5,5,4,5,4,0,0
"No","Female","[50, 59)","L","Business",4,3,4,3,4,4,3,4,4,4,4,4,4,2,21,34
"Yes","Male","[50, 59)","L","Eco",4,5,5,5,4,4,4,4,5,2,3,4,4,4,0,0
"Yes","Female","[50, 59)","L","Eco",5,3,3,3,1,3,3,5,5,5,5,2,5,3,29,24
"No","Female","[50, 59)","L","Eco",4,1,4,2,1,2,2,1,1,4,2,1,1,1,101,72
"Yes","Male","[50, 59)","L","Business",5,5,5,5,5,5,4,5,5,5,5,3,5,3,16,6
"Yes","Female","[50, 59)","L","Business",1,1,1,1,4,4,4,4,3,5,2,4,4,4,21,33
"Yes","Female","[50, 59)","L","Business",1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0
"Yes","Male","[50, 59)","L","Business",3,3,3,3,5,4,5,4,4,4,4,3,4,3,2,0
"Yes","Male","[50, 59)","L","Eco",5,3,3,3,5,5,5,5,5,1,1,1,3,5,0,0
"No","Female","[50, 59)","L","Eco",2,4,2,5,5,4,4,5,5,2,5,3,5,4,5,7
"No","Female","[50, 59)","L","Eco",3,5,3,3,4,4,4,2,2,3,2,4,2,5,74,73
"Yes","Female","[50, 59)","L","Business",1,1,1,1,2,4,5,5,5,5,4,4,5,5,0,0
"No","Male","[50, 59)","L","Eco",3,4,2,1,1,2,1,1,3,2,4,4,4,1,0,0
"Yes","Male","[50, 59)","L","Business",1,1,1,1,2,4,5,5,5,5,5,4,5,5,35,23
"No","Male","[50, 59)","L","Eco",1,1,1,1,1,1,1,1,4,1,3,4,3,1,25,27
"Yes","Male","[50, 59)","L","Business",5,1,5,5,5,4,5,4,4,5,4,5,4,4,0,0
"Yes","Female","[50, 59)","L","Business",5,5,5,5,3,4,5,4,4,5,4,3,4,5,0,4
"No","Female","[50, 59)","L","Eco",1,4,0,5,3,4,5,4,4,0,4,5,4,5,7,4
"Yes","Male","[50, 59)","L","Business",2,2,2,2,4,4,4,4,4,4,4,4,4,4,0,1
"No","Male","[50, 59)","L","Eco",2,4,4,4,2,2,2,2,3,3,4,1,3,2,0,0
"No","Female","[50, 59)","L","Eco",4,1,4,4,3,4,3,2,2,4,2,4,2,3,24,17
"Yes","Male","[50, 59)","L","Business",4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,5,4,4,5,5,5,5,3,5,5,10,6
"No","Male","[50, 59)","NL","Eco",3,3,3,4,2,3,2,2,2,5,4,2,3,2,6,54
"Yes","Female","[50, 59)","L","Business",4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,0
"No","Male","[50, 59)","L","Business",1,5,5,5,2,1,1,1,1,1,1,1,1,3,30,29
"No","Female","[50, 59)","L","Eco",1,4,1,5,4,5,5,4,4,1,4,4,4,4,14,13
"Yes","Female","[50, 59)","L","Business",5,5,5,5,1,3,2,4,4,5,4,1,4,2,0,0
"No","Male","[50, 59)","NL","Business",3,2,2,4,4,3,2,4,5,3,4,3,5,4,0,15
"No","Male","[50, 59)","L","Eco",4,5,4,5,4,4,3,4,4,4,5,5,4,4,0,0
"Yes","Female","[50, 59)","L","Eco",0,4,0,4,5,4,4,2,2,0,2,2,2,1,35,36
"No","Male","[50, 59)","L","Eco",2,5,2,3,3,2,2,3,3,3,5,5,5,3,0,0
"No","Female","[50, 59)","L","Eco",1,4,1,3,5,5,4,4,4,1,5,5,4,5,0,3
"No","Male","[50, 59)","L","Business",4,2,2,2,2,4,3,4,4,4,4,1,4,2,2,0
"No","Female","[50, 59)","L","Business",2,3,3,3,1,4,4,2,2,3,2,4,2,3,0,15
"No","Male","[50, 59)","L","Eco Plus",4,4,4,4,4,4,4,4,3,1,3,4,3,4,0,0
"Yes","Female","[50, 59)","L","Business",2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,12
"No","Male","[50, 59)","L","Eco",4,2,4,4,4,4,4,4,2,5,4,4,3,4,0,17
"Yes","Male","[50, 59)","L","Business",3,3,1,3,2,4,5,3,3,3,3,4,3,5,0,0
"Yes","Female","[50, 59)","L","Business",0,0,0,3,4,4,4,3,3,3,3,3,3,5,0,0
"No","Female","[50, 59)","L","Eco",4,4,4,4,5,4,3,4,4,4,4,3,4,3,0,0
"Yes","Female","[50, 59)","L","Business",4,4,4,4,3,5,4,4,4,4,4,5,4,5,3,0
"Yes","Male","[50, 59)","L","Eco",4,3,3,3,5,4,5,5,4,5,2,3,5,5,0,0
"No","Male","[50, 59)","L","Eco",2,3,3,3,2,2,2,2,1,4,3,1,3,2,0,0
"No","Male","[50, 59)","L","Eco",3,5,2,5,3,3,3,3,1,3,4,1,3,3,11,26
"No","Male","[50, 59)","L","Business",2,3,3,3,4,4,3,2,2,2,2,1,2,2,39,36
"Yes","Female","[50, 59)","L","Business",3,3,3,3,2,5,5,4,4,4,4,4,4,5,0,0
"No","Male","[50, 59)","L","Business",2,5,2,5,2,2,2,2,2,2,2,2,2,3,1,2
"No","Female","[50, 59)","L","Business",1,3,3,3,3,3,4,1,1,1,1,3,1,1,0,0
"Yes","Male","[50, 59)","L","Eco Plus",5,2,2,2,5,5,5,5,2,1,1,4,1,5,0,5
"No","Male","[50, 59)","L","Eco",3,2,2,2,3,3,3,3,4,1,1,1,3,3,1,0
"No","Female","[50, 59)","L","Eco",2,2,4,4,2,2,2,2,2,2,2,2,2,3,3,0
"No","Male","[50, 59)","L","Eco",3,3,3,3,5,3,5,5,4,5,4,4,3,5,31,67
"Yes","Female","[50, 59)","L","Business",1,1,1,1,5,4,5,5,5,5,5,5,5,4,0,0
"No","Female","[50, 59)","L","Business",4,5,5,5,3,4,4,2,2,2,4,4,2,1,0,0
"Yes","Male","[50, 59)","L","Eco",4,1,1,1,4,4,4,4,5,4,3,4,1,4,0,0
"Yes","Female","[50, 59)","L","Business",3,3,3,3,3,4,5,3,3,4,3,3,3,4,8,9
"No","Female","[50, 59)","L","Business",2,4,2,3,4,5,5,5,5,2,5,5,5,4,0,0
"Yes","Male","[50, 59)","L","Eco",3,4,4,4,3,3,3,5,3,4,3,3,2,3,95,158
