학교명,학년,학생수,교사수
천안일봉초등학교,5,85,5
천안일봉초등학교,6,70,3
천안중앙초등학교,1,3,1
천안중앙초등학교,2,10,1
천안중앙초등학교,3,3,1
천안중앙초등학교,4,10,1
천안중앙초등학교,5,13,2
천안중앙초등학교,6,16,1
천안차암초등학교,1,318,14
천안차암초등학교,2,315,13
천안차암초등학교,3,288,12
천안차암초등학교,4,224,9
천안차암초등학교,5,229,9
천안차암초등학교,6,200,9
천안청당초등학교,1,207,9
천안청당초등학교,2,225,8
천안청당초등학교,3,218,8
천안청당초등학교,4,218,9
천안청당초등학교,5,186,7
천안청당초등학교,6,185,8
천안청룡초등학교,1,76,5
천안청룡초등학교,2,117,5
천안청룡초등학교,3,108,5
천안청룡초등학교,4,115,6
천안청룡초등학교,5,130,5
천안청룡초등학교,6,150,6
천안청수초등학교,1,43,3
천안청수초등학교,2,57,3
천안청수초등학교,3,42,3
천안청수초등학교,4,60,3
천안청수초등학교,5,69,3
천안청수초등학교,6,80,5
천안초등학교,1,68,3
천안초등학교,2,54,2
천안초등학교,3,57,3
천안초등학교,4,50,2
천안초등학교,5,64,4
천안초등학교,6,66,3
천안한들초등학교,1,114,5
천안한들초등학교,2,121,6
천안한들초등학교,3,138,7
천안한들초등학교,4,110,6
천안한들초등학교,5,140,6
천안한들초등학교,6,106,5
천안호수초등학교,1,107,5
천안호수초등학교,2,124,6
천안호수초등학교,3,98,4
천안호수초등학교,4,89,5
천안호수초등학교,5,76,3
천안호수초등학교,6,66,3
천안희망초등학교,1,168,8
천안희망초등학교,2,174,7
천안희망초등학교,3,142,6
천안희망초등학교,4,151,8
천안희망초등학교,5,112,4
천안희망초등학교,6,96,4
천의초등학교,1,14,2
천의초등학교,2,2,1
천의초등학교,3,10,1
천의초등학교,4,10,1
천의초등학교,5,5,1
천의초등학교,6,11,1
천일초등학교,1,51,2
천일초등학교,2,75,3
천일초등학교,3,63,3
천일초등학교,4,76,3
천일초등학교,5,79,3
천일초등학교,6,79,3
천전초등학교,1,43,3
천전초등학교,2,52,4
천전초등학교,3,54,3
천전초등학교,4,57,3
천전초등학교,5,55,3
천전초등학교,6,59,5
천진초등학교,1,14,1
천진초등학교,2,33,2
천진초등학교,3,17,1
천진초등학교,4,22,1
천진초등학교,5,28,2
천진초등학교,6,25,2
천천초등학교,1,108,5
천천초등학교,2,105,5
천천초등학교,3,110,5
천천초등학교,4,138,6
천천초등학교,5,163,7
천천초등학교,6,175,9
천태초등학교,1,2,1
천태초등학교,2,6,1
천태초등학교,3,10,1
천태초등학교,4,4,1
천태초등학교,5,9,1
천태초등학교,6,8,1
천현초등학교,1,21,1
천현초등학교,2,28,3
천현초등학교,3,31,2
천현초등학교,4,40,2
천현초등학교,5,32,2
천현초등학교,6,47,3
철마초등학교,1,14,1
철마초등학교,2,15,1
철마초등학교,3,18,1
철마초등학교,4,13,1
철마초등학교,5,22,1
철마초등학교,6,11,1
철산초등학교,1,189,7
철산초등학교,2,195,8
철산초등학교,3,235,9
철산초등학교,4,258,10
철산초등학교,5,308,12
철산초등학교,6,282,11
철성초등학교,1,13,1
철성초등학교,2,5,1
철성초등학교,3,21,1
철성초등학교,4,12,1
철성초등학교,5,11,2
철성초등학교,6,7,1
철원초등학교,1,26,2
철원초등학교,2,21,1
철원초등학교,3,19,1
철원초등학교,4,19,1
철원초등학교,5,14,1
철원초등학교,6,21,2
첨단초등학교,1,69,4
첨단초등학교,2,57,3
첨단초등학교,3,65,3
첨단초등학교,4,58,3
첨단초등학교,5,68,3
첨단초등학교,6,78,5
청계남초등학교,1,8,1
청계남초등학교,2,8,1
청계남초등학교,3,11,1
청계남초등학교,4,7,1
청계남초등학교,5,7,1
청계남초등학교,6,5,2
청계초등학교,1,191,9
청계초등학교,2,188,8
청계초등학교,3,192,9
청계초등학교,4,183,8
청계초등학교,5,183,7
청계초등학교,6,178,7
청곡초등학교,1,197,9
청곡초등학교,2,175,7
청곡초등학교,3,163,6
청곡초등학교,4,134,5
청곡초등학교,5,140,6
청곡초등학교,6,115,5
청남초등학교,1,41,2
청남초등학교,2,47,3
청남초등학교,3,46,3
청남초등학교,4,63,4
청남초등학교,5,60,5
청남초등학교,6,65,5
청대초등학교,1,124,6
청대초등학교,2,131,6
청대초등학교,3,139,7
청대초등학교,4,102,4
청대초등학교,5,115,5
청대초등학교,6,135,6
청덕초등학교,1,120,6
청덕초등학교,2,120,6
청덕초등학교,3,136,5
청덕초등학교,4,131,6
청덕초등학교,5,171,8
청덕초등학교,6,165,8
청도중앙초등학교,1,7,1
청도중앙초등학교,2,10,1
청도중앙초등학교,3,14,2
청도중앙초등학교,4,16,1
청도중앙초등학교,5,15,1
청도중앙초등학교,6,16,1
청도초등학교,1,68,4
청도초등학교,2,80,4
청도초등학교,3,67,4
청도초등학교,4,85,5
청도초등학교,5,91,4
청도초등학교,6,102,6
청동초등학교,1,76,4
청동초등학교,2,90,5
청동초등학교,3,92,4
청동초등학교,4,99,5
청동초등학교,5,98,5
청동초등학교,6,136,9
청라초등학교,1,6,1
청라초등학교,2,7,1
청라초등학교,3,6,1
청라초등학교,4,9,1
청라초등학교,5,9,2
청라초등학교,6,13,1
청량초등학교,1,84,4
청량초등학교,2,68,3
청량초등학교,3,64,3
청량초등학교,4,75,4
청량초등학교,5,54,3
청량초등학교,6,56,3
청령포초등학교,1,3,1
청령포초등학교,2,5,1
청령포초등학교,3,7,1
청령포초등학교,4,10,1
청령포초등학교,5,4,1
청령포초등학교,6,19,2
청룡초등학교,1,76,7
청룡초등학교,2,80,5
청룡초등학교,3,108,8
청룡초등학교,4,105,6
청룡초등학교,5,111,8
청룡초등학교,6,115,8
청림초등학교,1,282,12
청림초등학교,2,293,12
청림초등학교,3,267,10
청림초등학교,4,267,10
청림초등학교,5,269,10
청림초등학교,6,253,9
청명초등학교,1,63,4
청명초등학교,2,93,5
청명초등학교,3,71,4
청명초등학교,4,74,3
청명초등학교,5,89,4
청명초등학교,6,98,7
청목초등학교,1,171,7
청목초등학교,2,158,6
청목초등학교,3,199,8
청목초등학교,4,192,7
청목초등학교,5,236,10
청목초등학교,6,193,7
청보초등학교,1,8,1
청보초등학교,2,12,1
청보초등학교,3,10,1
청보초등학교,4,9,1
청보초등학교,5,12,1
청보초등학교,6,17,2
청봉초등학교,1,100,5
청봉초등학교,2,126,5
청봉초등학교,3,120,5
청봉초등학교,4,135,6
청봉초등학교,5,151,6
청봉초등학교,6,131,6
청북초등학교,1,13,1
청북초등학교,2,7,1
청북초등학교,3,10,1
청북초등학교,4,8,1
청북초등학교,5,6,1
청북초등학교,6,10,1
청석초등학교,1,90,4
청석초등학교,2,94,4
청석초등학교,3,119,5
청석초등학교,4,101,4
청석초등학교,5,119,5
청석초등학교,6,138,7
청성초등학교,1,9,1
청성초등학교,2,21,3
청성초등학교,3,14,2
청성초등학교,4,12,3
청성초등학교,5,17,2
청성초등학교,6,12,2
청솔초등학교,1,163,8
청솔초등학교,2,162,7
청솔초등학교,3,178,7
청솔초등학교,4,173,8
청솔초등학교,5,202,9
청솔초등학교,6,187,9
청송초등학교,1,32,3
청송초등학교,2,38,3
청송초등학교,3,53,4
청송초등학교,4,41,3
청송초등학교,5,45,3
청송초등학교,6,41,4
청수초등학교,1,334,11
청수초등학교,2,324,11
청수초등학교,3,315,10
청수초등학교,4,318,11
청수초등학교,5,351,13
청수초등학교,6,317,12
청아초등학교,1,309,12
청아초등학교,2,332,12
청아초등학교,3,315,12
청아초등학교,4,222,9
청아초등학교,5,203,8
청아초등학교,6,205,9
청암초등학교,1,208,8
청암초등학교,2,225,9
청암초등학교,3,227,9
청암초등학교,4,169,6
청암초등학교,5,215,8
청암초등학교,6,174,7
청양초등학교,1,65,3
청양초등학교,2,64,3
청양초등학교,3,57,3
청양초등학교,4,80,4
청양초등학교,5,89,4
청양초등학교,6,95,7
청옥초등학교,1,209,8
청옥초등학교,2,246,9
청옥초등학교,3,223,9
청옥초등학교,4,246,9
청옥초등학교,5,259,10
청옥초등학교,6,237,10
청완초등학교,1,64,4
청완초등학교,2,68,3
청완초등학교,3,69,3
청완초등학교,4,72,3
청완초등학교,5,79,4
청완초등학교,6,68,3
청운초등학교,1,123,7
청운초등학교,2,130,9
청운초등학교,3,147,7
청운초등학교,4,173,9
청운초등학교,5,184,9
청운초등학교,6,166,9
청원초등학교,1,223,9
청원초등학교,2,248,10
청원초등학교,3,241,10
청원초등학교,4,261,11
청원초등학교,5,300,12
청원초등학교,6,262,14
청주교육대학교부설초등학교,1,59,3
청주교육대학교부설초등학교,2,59,3
청주교육대학교부설초등학교,3,67,3
청주교육대학교부설초등학교,4,67,3
청주교육대학교부설초등학교,5,63,3
청주교육대학교부설초등학교,6,77,4
청주내곡초등학교,1,254,10
청주내곡초등학교,2,304,13
청주내곡초등학교,3,245,10
청주내곡초등학교,4,237,9
청주내곡초등학교,5,230,9
청주내곡초등학교,6,192,9
청주내덕초등학교,1,50,3
청주내덕초등학교,2,32,2
청주내덕초등학교,3,35,2
청주내덕초등학교,4,37,2
청주내덕초등학교,5,28,3
청주내덕초등학교,6,47,2
청주대성초등학교,1,90,3
청주대성초등학교,2,96,3
청주대성초등학교,3,94,3
청주대성초등학교,4,96,3
청주대성초등학교,5,84,3
청주대성초등학교,6,89,3
청주소로초등학교,1,185,8
청주소로초등학교,2,164,7
청주소로초등학교,3,153,7
청주소로초등학교,4,157,6
청주소로초등학교,5,115,5
청주소로초등학교,6,96,4
청천초등학교,1,27,4
청천초등학교,2,22,3
청천초등학교,3,21,3
청천초등학교,4,21,3
청천초등학교,5,24,3
청천초등학교,6,22,4
청파초등학교,1,9,1
청파초등학교,2,4,1
청파초등학교,3,6,1
청파초등학교,4,11,1
청파초등학교,5,10,1
청파초등학교,6,8,2
청평초등학교,1,47,2
청평초등학교,2,42,2
청평초등학교,3,40,3
청평초등학교,4,53,3
청평초등학교,5,54,2
청평초등학교,6,63,4
청학초등학교,1,31,2
청학초등학교,2,30,2
청학초등학교,3,31,2
청학초등학교,4,40,2
청학초등학교,5,35,2
청학초등학교,6,50,3
청해초등학교,1,7,1
청해초등학교,2,6,1
청해초등학교,3,13,1
청해초등학교,4,13,1
청해초등학교,5,6,1
청해초등학교,6,14,2
청호초등학교,1,20,1
청호초등학교,2,22,1
청호초등학교,3,19,1
청호초등학교,4,10,1
청호초등학교,5,16,1
청호초등학교,6,9,1
초곡초등학교,1,221,10
초곡초등학교,2,229,9
초곡초등학교,3,223,9
초곡초등학교,4,207,8
초곡초등학교,5,195,8
초곡초등학교,6,146,6
초당초등학교,1,304,12
초당초등학교,2,312,14
초당초등학교,3,312,13
초당초등학교,4,350,16
초당초등학교,5,414,17
초당초등학교,6,399,18
초동초등학교,1,6,1
초동초등학교,2,5,1
초동초등학교,3,12,1
초동초등학교,4,7,1
초동초등학교,5,8,1
초동초등학교,6,7,1
초량초등학교,1,30,2
초량초등학교,2,38,3
초량초등학교,3,48,2
초량초등학교,4,33,3
초량초등학교,5,57,3
초량초등학교,6,39,2
초롱초등학교,1,261,10
초롱초등학교,2,198,8
초롱초등학교,3,169,7
초롱초등학교,4,135,5
초롱초등학교,5,121,6
초롱초등학교,6,114,5
초림초등학교,1,166,6
초림초등학교,2,155,5
초림초등학교,3,178,6
초림초등학교,4,207,7
초림초등학교,5,227,8
초림초등학교,6,205,7
초성초등학교,1,6,2
초성초등학교,2,13,1
초성초등학교,3,13,1
초성초등학교,4,9,1
초성초등학교,5,8,1
초성초등학교,6,6,1
초월초등학교,1,17,1
초월초등학교,2,20,1
초월초등학교,3,21,1
초월초등학교,4,23,1
초월초등학교,5,40,3
초월초등학교,6,35,2
초읍초등학교,1,58,3
초읍초등학교,2,71,3
초읍초등학교,3,68,4
초읍초등학교,4,82,4
초읍초등학교,5,109,5
초읍초등학교,6,125,5
초전초등학교,1,115,6
초전초등학교,2,150,7
초전초등학교,3,124,6
초전초등학교,4,149,6
초전초등학교,5,155,7
초전초등학교,6,135,6
초지초등학교,1,87,4
초지초등학교,2,105,4
초지초등학교,3,89,4
초지초등학교,4,101,4
초지초등학교,5,116,4
초지초등학교,6,126,6
초평초등학교,1,24,2
초평초등학교,2,18,1
초평초등학교,3,19,1
초평초등학교,4,11,1
초평초등학교,5,5,1
초평초등학교,6,15,2
촉석초등학교,1,78,4
촉석초등학교,2,79,3
촉석초등학교,3,87,4
촉석초등학교,4,82,4
촉석초등학교,5,94,4
촉석초등학교,6,96,5
추계초등학교,1,61,2
추계초등학교,2,61,2
추계초등학교,3,60,2
추계초등학교,4,60,2
추계초등학교,5,60,2
추계초등학교,6,55,2
추부초등학교,1,18,1
추부초등학교,2,24,1
추부초등학교,3,17,1
추부초등학교,4,29,2
추부초등학교,5,27,2
추부초등학교,6,24,2
추산초등학교,1,88,4
추산초등학교,2,108,6
추산초등학교,3,91,4
추산초등학교,4,121,5
추산초등학교,5,146,6
추산초등학교,6,140,7
축동초등학교,1,7,1
축동초등학교,2,10,1
축동초등학교,3,8,1
축동초등학교,4,6,1
축동초등학교,5,17,1
축동초등학교,6,7,1
축석초등학교,1,7,1
축석초등학교,2,9,1
축석초등학교,3,5,1
축석초등학교,4,6,1
축석초등학교,5,4,1
축석초등학교,6,12,2
춘양초등학교,1,18,2
춘양초등학교,2,22,2
춘양초등학교,3,20,2
춘양초등학교,4,29,2
춘양초등학교,5,28,3
춘양초등학교,6,19,3
춘천교육대학교부설초등학교,1,61,3
춘천교육대학교부설초등학교,2,61,3
춘천교육대학교부설초등학교,3,60,3
춘천교육대학교부설초등학교,4,69,3
춘천교육대학교부설초등학교,5,66,3
춘천교육대학교부설초등학교,6,73,4
춘천삼육초등학교,1,56,2
춘천삼육초등학교,2,54,2
춘천삼육초등학교,3,51,2
춘천삼육초등학교,4,47,2
춘천삼육초등학교,5,42,2
춘천삼육초등학교,6,34,2
춘천초등학교,1,140,6
춘천초등학교,2,105,5
춘천초등학교,3,112,5
춘천초등학교,4,107,4
춘천초등학교,5,96,4
춘천초등학교,6,118,6
춘포초등학교,1,8,1
춘포초등학교,2,7,1
춘포초등학교,3,10,1
춘포초등학교,4,12,1
춘포초등학교,5,17,1
춘포초등학교,6,25,2
충렬초등학교,1,25,2
충렬초등학교,2,31,3
충렬초등학교,3,38,2
충렬초등학교,4,35,2
충렬초등학교,5,55,3
충렬초등학교,6,49,4
충무공초등학교,1,258,11
충무공초등학교,2,299,12
충무공초등학교,3,272,11
충무공초등학교,4,255,9
충무공초등학교,5,267,10
충무공초등학교,6,222,9
충무초등학교,1,105,5
충무초등학교,2,119,5
충무초등학교,3,131,5
충무초등학교,4,128,6
충무초등학교,5,165,8
충무초등학교,6,193,10
충암초등학교,1,114,4
충암초등학교,2,112,4
충암초등학교,3,130,5
충암초등학교,4,124,5
충암초등학교,5,115,5
충암초등학교,6,72,3
충주교현초등학교,1,33,2
충주교현초등학교,2,45,2
충주교현초등학교,3,54,2
충주교현초등학교,4,29,2
충주교현초등학교,5,44,2
충주교현초등학교,6,45,3
충주금릉초등학교,1,97,4
충주금릉초등학교,2,98,4
충주금릉초등학교,3,114,5
충주금릉초등학교,4,106,5
충주금릉초등학교,5,114,7
충주금릉초등학교,6,112,5
충주남산초등학교,1,116,5
충주남산초등학교,2,108,5
충주남산초등학교,3,115,5
충주남산초등학교,4,123,5
충주남산초등학교,5,157,6
충주남산초등학교,6,186,9
충주남한강초등학교,1,230,9
충주남한강초등학교,2,201,8
충주남한강초등학교,3,186,8
충주남한강초등학교,4,208,8
충주남한강초등학교,5,192,8
충주남한강초등학교,6,179,8
충주대림초등학교,1,29,2
충주대림초등학교,2,32,2
충주대림초등학교,3,28,2
충주대림초등학교,4,37,2
충주대림초등학교,5,27,2
충주대림초등학교,6,56,3
충주대소원초등학교,1,44,2
충주대소원초등학교,2,53,3
충주대소원초등학교,3,45,2
충주대소원초등학교,4,31,2
충주대소원초등학교,5,42,3
충주대소원초등학교,6,49,3
충주삼원초등학교,1,33,2
충주삼원초등학교,2,31,2
충주삼원초등학교,3,36,3
충주삼원초등학교,4,44,2
