Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
B,Flight,6,1,134,3,medium,M,10,1278,Yes
D,Ship,6,1,280,4,medium,M,6,1735,Yes
A,Flight,5,5,248,5,medium,M,8,1881,Yes
A,Ship,4,3,256,3,high,F,1,4323,No
F,Ship,4,5,228,5,low,M,9,1381,No
C,Road,6,5,220,3,medium,M,1,5508,No
D,Flight,4,1,207,5,low,M,48,2399,Yes
F,Ship,5,1,258,5,low,F,4,1032,No
F,Ship,5,1,262,5,low,F,5,1916,Yes
D,Road,6,1,282,4,medium,M,4,1716,No
D,Flight,4,2,153,2,medium,F,4,4069,Yes
F,Ship,5,4,267,2,medium,M,4,4053,No
F,Ship,5,1,165,3,low,F,27,1905,Yes
A,Flight,6,5,250,4,low,M,8,1689,No
F,Ship,4,4,221,4,low,F,2,5595,Yes
B,Ship,3,1,224,3,low,F,1,4862,Yes
D,Ship,3,2,149,4,medium,F,21,1636,Yes
B,Road,5,3,239,5,medium,F,19,2988,Yes
D,Ship,2,3,206,4,medium,F,2,5443,No
F,Ship,3,3,275,3,low,F,61,2123,Yes
C,Road,3,3,241,3,low,F,6,5261,No
C,Ship,4,5,180,3,low,F,24,1513,Yes
F,Ship,5,4,262,3,medium,F,6,4428,No
C,Ship,4,2,204,8,low,F,1,4038,Yes
C,Flight,3,2,163,3,medium,M,6,4323,No
A,Ship,6,1,275,4,low,M,7,1767,No
F,Ship,6,4,272,4,medium,F,10,1171,Yes
F,Ship,3,4,201,2,low,F,8,4394,No
B,Flight,4,5,219,2,low,M,4,4197,Yes
F,Flight,5,1,235,5,low,F,10,1920,No
F,Ship,2,1,200,3,medium,M,34,2199,Yes
B,Flight,3,1,199,3,high,M,3,5127,No
D,Ship,4,1,144,4,low,F,10,4175,No
F,Ship,6,1,260,3,medium,M,1,5134,No
C,Road,4,3,196,2,medium,F,7,4116,Yes
B,Road,4,2,260,2,low,F,31,2805,Yes
A,Ship,5,3,199,10,medium,F,1,5865,No
A,Flight,4,2,187,2,low,F,6,3625,Yes
F,Ship,5,1,257,6,low,F,1,1150,No
A,Ship,3,1,270,4,low,M,47,3487,Yes
D,Ship,6,5,264,4,low,F,4,1822,Yes
B,Ship,3,5,107,5,low,F,4,5624,No
D,Ship,4,1,193,4,low,F,4,4796,No
A,Ship,4,1,157,2,medium,F,5,5647,No
F,Ship,4,2,169,2,low,M,22,1322,Yes
F,Ship,3,2,204,4,low,M,4,4745,No
F,Road,4,3,161,3,high,M,7,4245,No
F,Ship,4,4,138,5,low,M,10,5401,No
F,Ship,4,3,216,2,low,M,4,5997,No
C,Ship,3,4,268,2,high,F,39,2822,Yes
C,Ship,5,3,230,4,medium,M,4,5278,Yes
D,Ship,4,3,203,3,high,M,12,3539,Yes
A,Flight,4,5,161,3,low,F,5,4732,No
F,Ship,4,5,224,6,high,F,5,5659,Yes
F,Ship,3,5,193,3,medium,F,9,4982,No
B,Ship,5,4,252,3,medium,M,2,4162,No
F,Ship,4,2,271,3,medium,F,4,4186,Yes
C,Ship,5,4,165,3,medium,F,48,1240,Yes
C,Road,3,1,262,2,low,F,28,2940,Yes
C,Ship,4,2,168,3,low,M,3,4653,Yes
D,Ship,4,1,161,2,high,F,41,1992,Yes
A,Flight,2,2,242,6,low,F,63,3144,Yes
F,Ship,4,5,274,5,low,M,7,1225,No
C,Road,3,5,244,2,medium,M,8,5715,Yes
D,Ship,6,2,255,4,low,M,9,1157,No
B,Ship,3,3,211,6,low,M,5,5777,Yes
D,Ship,4,4,266,7,medium,M,3,5672,Yes
A,Road,3,2,185,2,high,F,49,3864,Yes
C,Flight,3,1,101,3,medium,M,7,4275,Yes
A,Road,2,1,151,3,low,F,5,5982,Yes
F,Ship,3,3,261,4,medium,F,7,4542,Yes
C,Ship,4,3,200,4,medium,F,7,4953,Yes
C,Ship,3,2,186,2,medium,M,3,5712,No
A,Flight,4,2,257,3,medium,M,8,5772,No
B,Ship,5,3,159,3,low,M,7,5462,Yes
F,Ship,4,5,206,3,low,F,65,2598,Yes
C,Ship,3,1,141,3,low,M,6,1361,Yes
F,Ship,6,4,284,4,low,M,7,1584,No
D,Ship,4,5,163,3,low,M,38,1146,Yes
D,Road,4,2,221,3,low,F,7,4856,No
D,Road,3,2,267,5,low,F,48,2622,Yes
C,Ship,5,2,160,3,high,M,3,4599,No
F,Road,5,1,231,5,low,M,10,1418,No
D,Ship,2,2,240,5,low,M,7,4138,Yes
A,Road,5,5,254,2,medium,M,6,4934,No
F,Ship,4,2,142,2,low,M,6,5326,No
F,Ship,5,1,193,2,low,M,8,5184,No
F,Ship,4,2,197,3,low,F,6,5826,No
A,Ship,3,3,132,3,low,M,6,5721,Yes
F,Ship,5,1,120,3,low,M,7,4381,Yes
C,Ship,3,2,183,2,medium,F,6,4313,Yes
F,Ship,3,4,102,3,medium,M,9,4111,No
B,Road,4,2,252,6,medium,M,2,5476,No
C,Ship,5,1,136,3,low,M,10,5308,No
A,Flight,4,3,152,3,low,M,43,1009,Yes
A,Flight,5,5,233,6,medium,F,4,1924,Yes
B,Ship,3,5,155,4,low,M,6,5386,No
F,Road,6,5,285,4,low,M,8,1028,Yes
F,Ship,5,4,191,4,medium,M,63,2039,Yes
B,Ship,3,5,186,2,medium,M,8,5924,No
D,Road,4,2,209,2,medium,M,3,5607,No
C,Ship,4,2,273,3,low,M,2,5712,No
B,Ship,4,3,210,2,medium,M,22,3124,Yes
D,Ship,3,1,156,3,medium,M,9,4278,No
C,Ship,6,5,300,5,low,M,1,1188,No
D,Road,4,4,271,6,high,M,3,5204,No
F,Ship,5,4,228,5,low,M,9,1044,No
A,Ship,4,4,189,4,high,F,56,2646,Yes
D,Ship,4,3,158,5,medium,F,7,4344,Yes
F,Ship,3,4,176,3,medium,M,4,5623,No
B,Ship,5,1,245,5,low,F,5,1996,Yes
A,Ship,3,4,117,3,low,F,6,4046,No
A,Ship,6,5,285,7,medium,M,9,4112,No
F,Ship,3,3,238,3,medium,M,54,2860,Yes
B,Flight,4,1,260,3,medium,M,6,4816,No
C,Ship,3,5,260,4,medium,F,8,4162,Yes
F,Road,5,4,236,4,medium,M,6,4457,No
F,Road,4,5,246,2,medium,M,31,2415,Yes
B,Flight,3,2,169,2,medium,M,61,1511,Yes
C,Ship,6,5,279,4,medium,M,7,1300,No
B,Ship,5,3,194,4,low,M,9,5851,No
C,Road,3,1,236,6,medium,F,10,4858,No
D,Flight,5,3,221,5,low,F,2,1630,Yes
F,Ship,3,5,147,3,low,F,4,5042,No
B,Ship,3,5,202,2,medium,F,8,4552,Yes
F,Ship,6,2,293,6,low,F,10,1919,Yes
D,Ship,3,4,273,3,high,F,8,4530,Yes
F,Ship,5,2,248,5,low,F,3,1046,Yes
F,Road,4,4,151,3,medium,F,6,1930,Yes
F,Flight,5,5,269,5,low,M,5,1742,No
A,Ship,3,1,201,3,low,F,3,4556,Yes
A,Ship,4,4,163,3,low,M,3,4185,Yes
B,Flight,4,3,138,3,low,F,2,5593,No
F,Ship,5,1,201,3,low,F,47,2657,Yes
B,Ship,4,3,224,3,medium,F,6,5054,Yes
F,Flight,5,3,202,3,high,M,41,3536,Yes
A,Ship,4,4,224,2,low,F,8,5754,Yes
F,Ship,6,5,167,2,low,M,10,4013,Yes
F,Road,4,2,190,2,medium,F,1,4020,Yes
F,Ship,3,1,173,2,medium,F,4,5521,No
F,Flight,4,1,172,3,medium,F,10,5106,Yes
F,Ship,4,1,245,5,low,F,3,1537,No
D,Flight,4,2,136,3,low,F,65,1962,Yes
C,Ship,3,2,215,4,high,M,2,4673,Yes
F,Road,5,2,222,5,low,F,1,1672,No
A,Ship,4,4,236,2,medium,F,6,5101,Yes
F,Ship,3,1,274,2,high,M,2,4352,No
D,Ship,3,3,140,3,medium,M,51,1046,Yes
B,Ship,3,1,236,2,high,M,2,3949,Yes
B,Ship,4,2,161,3,low,F,4,5947,No
D,Ship,3,2,250,5,low,F,36,2717,Yes
F,Road,4,2,189,10,medium,F,5,5470,No
D,Ship,2,3,188,2,high,M,25,2033,Yes
B,Flight,5,1,234,5,medium,M,2,1030,Yes
B,Flight,3,3,191,3,low,M,4,4586,No
F,Ship,4,1,191,3,low,M,2,5189,No
A,Ship,3,1,203,3,medium,F,4,4965,No
F,Ship,3,4,134,3,low,F,9,4436,No
F,Ship,5,2,239,5,medium,M,24,2472,Yes
C,Ship,4,5,259,5,low,F,9,1951,Yes
C,Flight,5,2,233,3,high,F,4,4140,No
F,Ship,6,2,247,4,medium,M,1,1668,No
F,Flight,3,4,157,3,medium,F,6,5611,No
B,Flight,3,3,221,2,medium,F,5,4205,Yes
A,Ship,3,4,214,2,low,M,50,3881,Yes
F,Road,6,5,167,3,low,F,2,5761,Yes
D,Ship,4,5,224,2,low,M,6,4994,No
F,Flight,6,5,305,4,low,F,7,1099,Yes
D,Ship,3,1,111,4,low,F,8,1620,Yes
C,Road,6,4,294,3,medium,M,7,1455,No
F,Road,3,2,231,3,low,F,56,2714,Yes
F,Ship,6,3,248,4,low,F,6,1997,Yes
A,Ship,5,3,257,5,medium,F,10,1812,No
F,Ship,5,4,211,2,medium,F,7,4734,No
F,Ship,6,3,262,4,low,F,5,1563,No
C,Ship,7,1,257,4,low,M,1,1405,Yes
F,Flight,3,1,164,3,medium,M,2,5488,No
F,Ship,4,3,244,2,low,M,17,3125,Yes
A,Ship,4,3,280,6,high,M,8,4525,No
D,Ship,3,4,203,2,low,M,9,5735,No
D,Ship,3,5,115,3,medium,M,60,1122,Yes
F,Ship,3,4,220,3,medium,F,5,5078,No
D,Ship,4,4,182,3,high,F,7,5197,No
D,Ship,3,4,202,2,medium,F,6,5030,No
F,Road,7,5,275,4,low,F,3,1107,No
D,Flight,4,1,250,2,medium,M,45,3021,Yes
D,Ship,5,3,274,5,medium,M,7,1696,Yes
C,Road,3,4,232,5,medium,M,7,5653,Yes
F,Flight,3,5,202,2,low,F,4,3372,Yes
A,Flight,3,4,255,4,low,M,10,4107,No
A,Ship,4,1,251,3,low,F,33,2502,Yes
F,Ship,5,3,238,2,medium,F,21,2053,Yes
A,Ship,4,4,201,2,medium,F,8,5790,No
D,Ship,5,4,131,8,low,M,7,4471,No
F,Ship,5,1,307,4,low,M,8,1511,Yes
F,Ship,3,2,229,7,high,M,3,5584,No
A,Ship,5,2,149,4,medium,M,48,1068,Yes
D,Flight,4,5,219,2,medium,F,21,3830,Yes
F,Ship,6,2,182,3,low,M,7,4371,Yes
D,Ship,3,3,237,3,low,F,7,4062,No
C,Ship,4,5,213,3,medium,F,42,3121,Yes
C,Ship,4,5,141,2,low,M,1,4395,Yes
C,Road,3,4,248,4,medium,M,8,4540,No
F,Ship,2,1,252,2,low,M,35,2526,Yes
F,Flight,7,4,270,4,medium,F,5,1735,No
C,Ship,3,3,260,2,low,M,7,5738,No
A,Ship,6,1,283,5,low,F,5,1298,No
A,Ship,5,4,269,2,medium,F,2,5276,No
A,Ship,3,3,208,3,medium,M,61,3783,Yes
B,Ship,3,5,203,3,low,F,58,3231,Yes
D,Flight,3,1,161,3,low,M,9,4865,Yes
C,Ship,4,4,131,3,medium,F,10,4625,No
C,Ship,3,5,217,2,medium,F,6,5182,No
B,Ship,5,4,268,3,low,F,3,5320,Yes
B,Road,4,4,208,2,high,F,20,2759,Yes
A,Ship,4,1,167,3,high,F,22,1403,Yes
B,Ship,3,3,165,2,low,M,1,5661,No
B,Ship,6,4,288,4,medium,F,9,1575,No
A,Ship,4,3,136,3,medium,M,9,1548,Yes
D,Ship,4,1,189,3,medium,M,5,4496,Yes
A,Ship,3,2,259,6,medium,M,1,5873,No
D,Ship,4,5,135,2,low,M,60,1026,Yes
B,Flight,4,3,204,3,medium,M,2,5010,No
C,Ship,4,2,260,2,low,M,7,5684,No
C,Flight,5,5,105,5,low,F,10,5418,Yes
F,Flight,7,5,308,5,medium,M,6,1154,No
A,Ship,3,2,214,2,low,M,26,3503,Yes
D,Flight,6,5,299,4,low,M,2,1192,No
F,Road,5,5,218,5,low,M,5,4303,Yes
D,Ship,3,5,220,3,low,F,9,5672,Yes
F,Road,3,4,202,3,medium,M,5,5169,No
F,Flight,4,4,175,3,low,F,6,4600,Yes
A,Road,2,2,152,3,low,F,61,1800,Yes
D,Ship,3,4,122,3,high,F,15,1354,Yes
D,Road,4,2,147,3,low,M,3,4152,Yes
D,Ship,4,1,238,3,low,F,33,2013,Yes
F,Flight,4,2,270,3,medium,F,4,5566,No
B,Flight,4,2,253,2,low,F,4,4502,Yes
F,Flight,3,3,157,4,low,M,7,5974,Yes
C,Ship,2,5,241,3,medium,F,3,4253,Yes
C,Ship,2,3,187,3,medium,F,6,5547,No
A,Ship,4,4,155,3,medium,F,35,1421,Yes
D,Ship,5,5,165,4,medium,F,3,4242,No
A,Ship,5,4,261,5,low,M,2,1409,No
A,Ship,3,1,133,3,medium,M,7,4004,Yes
D,Ship,3,4,110,3,low,F,55,1281,Yes
F,Flight,4,2,220,2,medium,M,5,5864,No
C,Flight,4,3,267,5,medium,F,9,1538,No
B,Ship,4,4,218,2,medium,M,27,2824,Yes
A,Flight,3,5,151,3,low,M,3,1273,Yes
C,Flight,6,3,286,4,medium,F,7,1132,Yes
F,Ship,5,2,151,6,medium,M,12,1920,Yes
A,Ship,5,4,178,5,low,F,9,4729,Yes
F,Flight,3,1,224,2,low,M,9,4007,Yes
F,Ship,6,5,273,5,medium,M,10,5756,Yes
F,Ship,4,4,246,3,low,M,2,5473,Yes
F,Ship,4,1,248,2,low,F,6,5621,No
A,Ship,4,4,102,3,high,F,9,5644,Yes
F,Ship,5,5,236,2,medium,M,2,5210,No
F,Ship,5,4,151,2,low,F,10,5643,Yes
F,Road,4,3,186,3,low,M,7,5156,Yes
F,Ship,3,3,198,2,low,M,7,4996,Yes
F,Ship,4,5,246,2,medium,F,3,5705,No
C,Ship,4,2,273,2,low,F,5,5608,Yes
C,Ship,4,3,279,6,medium,M,2,5405,No
B,Ship,5,3,167,3,low,F,5,1772,Yes
B,Flight,6,3,154,2,high,M,7,4732,No
D,Road,5,5,160,3,medium,M,55,1911,Yes
B,Flight,4,5,257,3,medium,M,5,4180,No
A,Ship,4,4,266,7,medium,F,10,5901,No
D,Ship,5,3,210,3,high,F,4,4819,No
D,Ship,3,3,160,4,medium,M,58,1496,Yes
B,Ship,3,1,172,3,medium,M,5,5696,Yes
F,Ship,3,4,111,5,medium,F,1,4102,No
F,Road,3,4,219,6,low,F,2,1837,No
F,Ship,3,2,238,2,low,F,29,3728,Yes
D,Flight,4,5,233,6,low,M,8,1176,No
F,Ship,7,4,310,4,low,M,6,1003,Yes
C,Flight,4,1,234,2,medium,F,4,5164,No
B,Ship,5,1,256,5,low,F,5,1970,No
A,Ship,2,1,211,3,low,M,6,1760,Yes
D,Ship,4,1,165,3,medium,F,10,4574,No
B,Ship,3,3,231,3,medium,M,53,2333,Yes
B,Ship,7,2,254,4,low,M,6,1006,No
F,Ship,3,1,102,4,medium,F,4,5936,Yes
A,Ship,2,1,257,2,low,F,24,2130,Yes
A,Flight,4,5,270,3,medium,M,20,3185,Yes
F,Ship,4,4,189,2,medium,F,18,2955,Yes
C,Ship,6,1,104,4,medium,F,23,1442,Yes
A,Ship,4,2,141,3,low,M,34,1619,Yes
F,Ship,3,3,192,3,low,F,1,4180,Yes
F,Ship,5,1,267,5,medium,F,3,1194,Yes
B,Flight,3,4,143,4,medium,M,5,5545,Yes
D,Ship,4,5,255,5,medium,M,5,1458,Yes
C,Flight,3,3,180,3,high,F,56,1684,Yes
D,Ship,4,2,274,3,medium,F,7,4477,Yes
D,Ship,3,5,274,3,medium,M,5,4710,Yes
B,Ship,5,5,188,3,low,F,7,4485,Yes
D,Ship,3,4,172,10,high,F,23,1875,Yes
C,Ship,4,1,225,2,medium,F,10,4577,Yes
F,Ship,3,3,254,3,medium,M,3,2837,Yes
D,Ship,4,5,237,2,medium,F,6,5954,No
F,Ship,4,4,176,2,medium,F,1,5793,No
F,Ship,5,3,198,4,high,M,65,3407,Yes
F,Flight,5,5,115,5,low,F,26,1692,Yes
F,Flight,5,4,240,4,medium,F,2,5215,No
C,Ship,5,2,258,3,medium,F,8,4921,No
B,Ship,4,3,200,4,low,F,10,4291,Yes
B,Ship,3,1,173,2,low,M,10,4115,Yes
C,Ship,3,3,175,3,high,F,45,1212,Yes
C,Flight,6,3,269,4,low,F,4,1948,Yes
F,Flight,3,5,173,2,low,M,14,1638,Yes
D,Ship,4,3,167,3,high,F,4,6000,Yes
F,Road,4,2,259,5,low,M,6,1827,Yes
F,Ship,4,4,214,2,high,F,1,4117,Yes
D,Ship,3,4,227,4,low,F,9,5465,No
F,Road,5,2,221,6,medium,M,4,1952,Yes
C,Ship,2,2,173,2,medium,M,34,1575,Yes
C,Ship,5,5,230,10,high,F,3,5391,No
D,Road,3,2,111,2,low,F,4,4245,Yes
F,Ship,4,4,151,3,medium,F,5,4732,No
C,Flight,3,4,180,7,high,M,4,4408,No
A,Flight,5,5,132,2,high,M,6,4392,No
B,Ship,3,1,244,4,medium,M,6,4734,Yes
D,Ship,5,1,237,5,medium,F,8,1150,Yes
A,Ship,3,4,113,3,medium,M,1,5765,Yes
A,Flight,6,2,293,5,low,M,2,1494,No
C,Ship,4,1,253,2,low,F,9,4299,No
C,Ship,4,3,177,4,low,M,38,1767,Yes
B,Flight,4,2,149,4,low,M,40,1102,Yes
F,Ship,4,3,197,3,low,F,20,3617,Yes
B,Ship,5,4,214,3,low,M,52,3403,Yes
A,Ship,5,1,163,3,medium,F,1,5194,No
F,Ship,5,4,147,4,medium,M,6,4369,No
D,Ship,4,3,143,2,medium,F,64,1910,Yes
B,Ship,4,2,270,2,high,F,9,5080,Yes
D,Ship,4,2,250,3,low,F,53,2478,Yes
C,Ship,5,5,270,3,low,M,2,4351,Yes
A,Road,5,3,168,3,medium,F,2,5986,Yes
C,Road,4,3,256,3,medium,M,3,4480,No
D,Flight,4,5,232,2,low,F,21,3128,Yes
F,Ship,6,1,250,4,medium,M,5,1747,No
B,Ship,4,2,265,4,medium,F,10,4575,Yes
D,Ship,4,3,260,3,low,M,1,4796,No
A,Ship,3,1,146,2,medium,F,8,5375,No
C,Ship,5,5,249,4,medium,M,2,1727,Yes
A,Flight,3,4,174,3,low,F,3,5366,Yes
F,Road,3,4,190,4,medium,F,7,5963,Yes
F,Ship,3,5,234,2,high,M,4,2701,Yes
F,Ship,3,1,231,2,low,F,12,2123,Yes
C,Ship,3,2,209,2,low,M,9,5203,No
C,Ship,5,1,156,2,low,M,10,5086,No
A,Ship,3,5,135,2,low,F,4,5275,Yes
D,Flight,5,2,263,6,low,F,6,1511,Yes
D,Road,6,3,264,4,medium,F,3,1498,Yes
B,Ship,4,3,261,3,medium,M,1,4590,No
A,Ship,6,4,250,4,low,M,2,1969,Yes
D,Flight,5,1,255,4,medium,M,9,4881,Yes
A,Ship,4,3,136,3,medium,M,10,4299,Yes
F,Ship,2,3,211,3,medium,F,12,3296,Yes
C,Flight,4,3,142,4,medium,M,12,1396,Yes
C,Road,4,1,226,3,low,F,28,2211,Yes
B,Ship,4,2,190,5,high,F,38,3022,Yes
A,Ship,4,4,193,3,low,M,5,5090,Yes
F,Ship,4,3,164,2,low,M,3,5735,No
A,Ship,3,5,192,2,low,F,7,5069,Yes
A,Ship,4,3,246,2,low,M,6,4908,No
C,Ship,3,2,250,4,low,F,3,5449,Yes
C,Flight,4,1,249,5,low,F,10,1762,Yes
D,Ship,3,2,220,3,low,M,22,2818,Yes
A,Ship,4,5,252,2,low,F,9,4157,No
A,Ship,4,5,260,3,medium,M,59,3951,Yes
F,Ship,3,4,260,3,low,F,8,5215,No
C,Ship,4,3,207,3,low,F,7,4220,Yes
D,Road,5,2,197,5,low,F,4,4196,Yes
F,Road,5,5,190,4,medium,M,12,2947,Yes
B,Flight,5,3,260,2,high,F,63,2715,Yes
D,Ship,4,1,266,4,low,M,3,5773,Yes
B,Road,5,5,259,5,low,F,9,1624,No
B,Flight,4,4,184,3,low,M,8,4453,Yes
A,Flight,4,5,270,3,low,M,30,2720,Yes
A,Ship,4,3,246,5,low,F,1,1673,Yes
A,Road,3,4,165,3,low,F,4,4482,No
F,Ship,4,2,259,2,high,F,10,5265,No
F,Ship,2,1,275,2,low,F,5,4163,Yes
C,Flight,3,5,151,6,low,M,8,4692,Yes
F,Ship,3,5,271,2,medium,M,7,4958,No
B,Road,4,5,268,3,medium,M,9,5521,Yes
D,Road,4,4,231,2,low,F,4,5825,No
F,Ship,3,1,139,2,low,M,47,1241,Yes
F,Road,3,1,187,2,low,F,10,5064,Yes
B,Ship,4,4,205,4,medium,F,2,4690,Yes
F,Ship,4,3,254,4,low,M,9,4492,No
B,Ship,4,5,139,3,medium,M,5,5126,No
F,Ship,4,4,134,3,low,F,14,1716,Yes
F,Ship,4,4,143,8,medium,F,39,1345,Yes
B,Ship,3,4,153,3,medium,F,9,5474,No
D,Ship,4,3,207,5,high,F,6,4145,No
C,Flight,6,5,253,4,medium,M,1,1977,No
A,Ship,5,3,248,3,medium,M,10,5567,Yes
D,Road,3,4,150,3,low,F,5,4950,No
F,Ship,3,4,211,3,high,M,8,5191,Yes
C,Ship,4,4,272,2,low,M,10,4826,Yes
A,Flight,5,3,143,2,medium,M,5,5612,Yes
D,Ship,3,1,133,4,medium,F,6,5162,No
F,Ship,4,1,112,6,medium,M,9,5248,Yes
B,Ship,5,5,243,2,low,M,9,4669,Yes
D,Road,4,3,195,3,low,M,1,4236,Yes
A,Road,2,1,235,3,high,M,8,4522,Yes
A,Road,6,2,304,4,low,M,2,1256,Yes
F,Ship,5,3,211,3,low,F,5,5087,No
F,Road,4,5,191,2,low,M,10,5068,Yes
A,Ship,3,1,205,2,medium,F,2,5322,No
A,Ship,3,2,204,2,high,M,7,5961,No
B,Ship,3,2,166,2,medium,F,45,1741,Yes
F,Ship,2,4,246,2,low,M,10,5337,Yes
C,Ship,4,4,173,3,medium,F,61,1609,Yes
C,Road,3,5,165,2,high,F,37,1234,Yes
F,Ship,5,4,250,2,low,F,10,4277,No
F,Ship,4,1,273,6,medium,M,1,1826,No
B,Ship,6,2,244,4,medium,F,1,1406,Yes
F,Road,5,1,143,3,low,M,5,5146,Yes
A,Ship,5,5,237,5,low,F,1,1526,No
A,Ship,4,4,219,3,medium,M,10,4947,No
D,Road,2,2,159,6,low,F,6,4044,No
F,Flight,4,1,135,2,medium,F,64,1471,Yes
C,Flight,4,4,269,10,high,F,3,4488,No
F,Ship,5,3,172,3,medium,F,3,4056,No
B,Ship,3,5,258,3,low,M,5,4314,Yes
C,Ship,3,3,147,3,low,M,4,5805,No
D,Road,6,2,240,6,low,M,3,5967,Yes
A,Ship,5,1,158,2,low,M,4,5736,Yes
A,Ship,4,1,147,3,low,M,11,1434,Yes
F,Ship,2,4,105,2,medium,M,54,1707,Yes
F,Ship,5,1,270,5,medium,M,10,1397,No
A,Flight,2,4,182,3,medium,M,47,3792,Yes
F,Ship,4,4,243,5,medium,M,2,1842,No
A,Road,4,1,166,2,low,F,6,5737,No
A,Ship,3,5,261,3,medium,M,15,2989,Yes
F,Ship,4,3,166,4,medium,F,1,4536,No
F,Road,2,4,160,3,low,F,50,1030,Yes
D,Ship,6,5,286,4,low,M,9,1282,Yes
F,Ship,4,2,161,3,low,F,8,4382,No
F,Ship,6,1,260,4,medium,M,9,1698,Yes
F,Ship,3,1,195,3,high,M,5,3251,Yes
C,Ship,5,1,262,2,medium,M,4,5761,No
F,Ship,5,2,244,6,low,M,5,1702,Yes
B,Ship,3,2,139,2,low,M,63,1767,Yes
F,Road,2,1,123,4,low,F,53,1036,Yes
D,Ship,6,5,264,4,medium,M,8,1755,No
F,Ship,4,4,150,2,medium,M,3,1285,Yes
F,Ship,3,2,140,2,low,F,16,1685,Yes
A,Ship,5,3,191,3,high,F,6,4244,No
A,Flight,3,2,241,3,medium,F,60,3922,Yes
F,Flight,3,5,106,2,low,F,3,5615,No
C,Ship,4,5,160,5,medium,F,3,4648,Yes
D,Road,4,1,259,3,low,M,20,2154,Yes
D,Ship,5,5,235,3,low,F,4,5325,No
B,Ship,3,5,243,3,medium,M,4,3189,Yes
B,Ship,5,3,226,2,high,F,2,4219,No
C,Ship,4,3,185,5,low,F,9,5648,No
F,Ship,4,1,232,2,medium,F,26,3300,Yes
C,Flight,3,3,179,8,high,F,3,5429,Yes
F,Road,5,4,264,3,high,M,9,5841,Yes
B,Flight,2,5,157,6,high,F,17,1764,Yes
D,Flight,5,5,169,3,medium,M,2,5942,Yes
B,Road,5,4,169,2,low,F,20,1765,Yes
B,Flight,3,4,132,2,medium,M,12,1493,Yes
A,Ship,4,4,140,4,medium,F,46,1442,Yes
D,Ship,6,5,292,4,low,F,10,1969,Yes
A,Ship,5,4,241,3,high,M,6,4157,No
C,Ship,3,1,257,2,medium,F,2,5815,No
B,Ship,3,1,153,2,low,M,7,5292,Yes
F,Flight,4,3,148,5,medium,F,6,4802,No
F,Ship,2,5,246,5,low,M,46,2437,Yes
C,Flight,5,2,227,5,medium,M,9,1917,No
A,Ship,4,4,254,5,low,M,9,1654,Yes
F,Ship,4,2,189,3,medium,M,6,3671,Yes
A,Road,5,2,256,7,low,F,41,2758,Yes
A,Ship,3,1,178,5,low,F,15,1242,Yes
D,Ship,3,3,217,3,low,F,6,4887,No
F,Flight,6,1,255,4,low,F,2,1385,No
F,Ship,5,3,123,2,low,F,30,1068,Yes
C,Ship,6,5,244,4,low,M,9,1789,Yes
A,Ship,4,5,138,3,medium,M,23,1785,Yes
F,Ship,5,5,258,4,medium,M,7,5478,No
B,Ship,3,1,180,7,medium,M,10,5536,No
D,Flight,3,3,191,4,medium,F,17,3675,Yes
F,Ship,4,1,178,8,medium,F,6,4872,No
C,Road,3,3,156,6,low,M,45,1602,Yes
A,Ship,3,3,206,3,low,F,3,5746,Yes
A,Ship,5,5,264,8,high,F,10,5759,Yes
F,Road,5,3,237,3,low,F,8,5131,No
A,Flight,4,4,201,3,high,F,7,2644,Yes
B,Road,4,2,202,4,low,F,1,3602,Yes
F,Ship,5,1,190,4,medium,M,24,3446,Yes
F,Road,4,1,178,3,medium,F,63,1573,Yes
F,Ship,3,4,171,3,low,M,10,4839,No
A,Ship,2,5,150,3,low,F,16,1738,Yes
A,Ship,4,2,243,5,medium,F,4,1633,Yes
C,Ship,4,3,260,4,low,F,5,5307,No
C,Ship,5,5,134,2,medium,M,53,1088,Yes
B,Flight,5,3,265,3,medium,M,30,2293,Yes
D,Ship,4,5,195,5,medium,F,10,3537,Yes
F,Ship,5,3,139,2,medium,F,3,5261,No
A,Road,4,1,137,3,medium,F,3,4962,Yes
C,Ship,7,5,256,4,medium,M,4,1139,Yes
F,Flight,2,5,172,2,low,M,7,4649,No
F,Flight,5,2,252,5,low,F,10,1568,No
F,Ship,2,3,134,3,low,M,6,4444,Yes
B,Ship,4,2,232,3,medium,M,8,4658,Yes
D,Flight,6,3,262,5,low,M,9,1053,No
C,Ship,4,2,194,3,low,F,10,5171,Yes
B,Ship,4,2,258,3,high,M,10,4643,Yes
C,Flight,6,2,290,4,medium,M,1,1111,No
D,Flight,3,3,178,3,high,M,12,1900,Yes
C,Ship,4,1,140,2,low,M,60,1950,Yes
A,Flight,3,1,148,4,low,M,9,5536,No
B,Ship,5,2,263,5,medium,F,10,1059,No
F,Ship,5,4,279,2,medium,F,1,3933,Yes
F,Ship,4,1,220,3,high,M,2,3886,Yes
F,Ship,3,2,239,4,medium,F,10,4410,No
A,Road,6,1,283,5,low,F,10,1304,Yes
C,Ship,4,5,151,3,medium,F,10,5275,No
A,Ship,5,5,231,2,medium,F,6,5862,No
